id,tripID,latitude,longitude,EVsRDR,batterySOC,batteryKMH,currentElevation,currentIncline,totalDistance,distanceFromLastPoint
349,3,-37.83584495,175.0151763,91.87640192,54.68833448,13.12520027,40.44605637,0.083649647,19.995,0.102
350,3,-37.83542908,175.0139447,91.54827192,54.493019,13.07832456,39,0.077428057,20.096,0.101
351,3,-37.83555892,175.0126097,91.54827192,54.493019,13.07832456,39.30126953,0.078269101,20.214,0.118
352,3,-37.83600232,175.0115856,91.38420691,54.39536126,13.0548867,30.37744141,0.041462752,20.434,0.22
353,3,-37.83652992,175.0103601,91.38420691,54.39536126,13.0548867,36.00586319,0.063409158,20.556,0.122
354,3,-37.83701662,175.0091983,91.22014191,54.29770352,13.03144884,37.80517578,0.069978977,20.672,0.116
355,3,-37.83746442,175.0080903,90.8920119,54.10238804,12.98457313,40,0.078021087,20.781,0.109
356,3,-37.83761668,175.0068126,90.5638819,53.90707256,12.93769741,40.15805817,0.078076629,20.894,0.113
357,3,-37.83729049,175.0057007,90.23575189,53.71175708,12.8908217,42,0.084829075,20.997,0.103
358,3,-37.8369605,175.0045777,90.23575189,53.71175708,12.8908217,41,0.080606182,21.103,0.106
359,3,-37.83675305,175.0032076,90.39981689,53.80941482,12.91425956,39,0.07247462,21.226,0.123
360,3,-37.83630013,175.0020314,90.07168688,53.61409934,12.86738384,38.37725449,0.069792415,21.34,0.114
361,3,-37.83498245,175.0004425,89.90762188,53.5164416,12.84394598,37,0.064428232,21.441,0.101
362,3,-37.83399377,174.9998566,89.74355688,53.41878386,12.82050813,39,0.071904456,21.542,0.101
363,3,-37.83313667,174.9992072,89.57949187,53.32112612,12.79707027,39.89257813,0.075310917,21.663,0.121
364,3,-37.832308,174.9982787,89.25136187,53.12581064,12.75019455,40,0.075683245,21.776,0.113
365,3,-37.83161389,174.9975219,89.08729686,53.0281529,12.72675669,30.24853516,0.038639132,22.001,0.225
366,3,-37.83112552,174.9962518,88.92323186,52.93049516,12.70331884,26.55859375,0.024603883,22.128,0.127
367,3,-37.83098081,174.9950393,88.92323186,52.93049516,12.70331884,24,0.014918812,22.236,0.108
368,3,-37.83089745,174.9939046,88.92323186,52.93049516,12.70331884,22,0.007417952,22.336,0.1
369,3,-37.83109057,174.9927924,88.92323186,52.93049516,12.70331884,22.15136719,0.007929368,22.436,0.1
370,3,-37.83153256,174.9908454,88.75916686,52.83283742,12.67988098,25,0.018222888,22.614,0.178
371,3,-37.83153256,174.9908454,88.75916686,52.83283742,12.67988098,25,0.018222888,22.614,0
372,3,-37.83153256,174.9908454,88.75916686,52.83283742,12.67988098,25,0.018222888,22.614,0
373,3,-37.83153256,174.9908454,87.77477684,52.24689097,12.53925383,25,0.018222888,22.614,0
374,3,-37.83153256,174.9908454,87.61071183,52.14923323,12.51581598,25,0.018222888,22.614,0
375,3,-37.8308148,174.9839823,87.44664683,52.05157549,12.49237812,27.93847656,0.028016417,23.264,0.65
376,3,-37.83036981,174.9828172,87.11851682,51.85626001,12.4455024,24.75390625,0.016702014,23.376,0.112
377,3,-37.82909727,174.9807077,86.95445182,51.75860227,12.42206455,22,0.007000378,23.495,0.119
378,3,-37.82846246,174.9797189,86.95445182,51.75860227,12.42206455,22,0.0069559,23.722,0.227
379,3,-37.82781861,174.9787473,86.62632181,51.56328679,12.37518883,21,0.00346717,23.833,0.111
380,3,-37.82718783,174.9777532,86.62632181,51.56328679,12.37518883,20,0,23.945,0.112
381,3,-37.8259134,174.9758308,86.46225681,51.46562905,12.35175097,20,0,24.055,0.11
382,3,-37.82529436,174.9749561,86.46225681,51.46562905,12.35175097,20,0,24.268,0.213
383,3,-37.82437147,174.9741889,86.46225681,51.46562905,12.35175097,20,0,24.391,0.123
384,3,-37.82362753,174.9732871,86.46225681,51.46562905,12.35175097,20,0,24.51,0.119
385,3,-37.82341899,174.9720192,86.46225681,51.46562905,12.35175097,20,0,24.625,0.115
386,3,-37.82335902,174.9706915,86.46225681,51.46562905,12.35175097,19,-0.003369284,24.741,0.116
387,3,-37.82326279,174.9693549,86.46225681,51.46562905,12.35175097,19,-0.003348267,24.859,0.118
388,3,-37.82341274,174.9681662,86.46225681,51.46562905,12.35175097,19.69824219,-0.001004269,24.965,0.106
389,3,-37.82400836,174.967239,85.9700618,51.17265583,12.2814374,20,0,25.071,0.106
390,3,-37.82479442,174.9663724,85.47786679,50.87968261,12.21112383,20,0,25.187,0.116
391,3,-37.82549112,174.9655735,85.31380179,50.78202487,12.18768597,21,0.003272368,25.291,0.104
392,3,-37.8262939,174.9646007,85.14973678,50.68436713,12.16424811,21.90800285,0.006204314,25.415,0.124
393,3,-37.82682267,174.9636232,85.14973678,50.68436713,12.16424811,22,0.006466406,25.519,0.104
394,3,-37.82731184,174.9623842,84.82160678,50.48905165,12.1173724,24,0.012845121,25.64,0.121
395,3,-37.8277904,174.9611253,84.65754177,50.39139391,12.09393454,25,0.015947173,25.763,0.123
396,3,-37.82824843,174.9598901,84.65754177,50.39139391,12.09393454,27,0.022178559,25.883,0.12
397,3,-37.82863052,174.9586157,84.82160678,50.48905165,12.1173724,28,0.025180226,26.002,0.119
398,3,-37.82895842,174.9575045,84.82160678,50.48905165,12.1173724,29,0.028166542,26.107,0.105
399,3,-37.82920166,174.956295,84.65754177,50.39139391,12.09393454,30.14404297,0.031559129,26.216,0.109
400,3,-37.82925983,174.9550754,84.32941176,50.19607843,12.04705882,32.82177734,0.039668837,26.323,0.107
401,3,-37.82924919,174.9537267,84.16534676,50.09842069,12.02362097,34.69775391,0.045202839,26.442,0.119
402,3,-37.82927895,174.9523467,84.16534676,50.09842069,12.02362097,27.62060738,0.023293516,26.563,0.121
403,3,-37.82937865,174.9511849,83.83721675,49.90310521,11.97674525,23.16503716,0.009623271,26.666,0.103
404,3,-37.82949231,174.9487947,83.83721675,49.90310521,11.97674525,29.01367188,0.027263451,26.768,0.102
405,3,-37.82964276,174.9476328,83.83721675,49.90310521,11.97674525,34.28320313,0.042740274,26.98,0.212
406,3,-37.83005762,174.9466045,83.83721675,49.90310521,11.97674525,36.07875061,0.047861642,27.082,0.102
407,3,-37.83072449,174.9454631,83.83721675,49.90310521,11.97674525,42.73681259,0.067262971,27.207,0.125
408,3,-37.83136696,174.9443171,82.36063172,49.02418555,11.76580453,56.57958603,0.10755324,27.331,0.124
